"hh_id","club_id","tag_club","d_strat1","d_strat2","d_strat3","d_strat4","d_strat5","d_strat6","d_strat7","d_strat8","d_strat9","d_strat10","d_strat11","d_strat12","d_strat13","d_strat14","d_strat15","d_strat16","d_strat17","d_strat18","d_strat19","data_bline","data_svyeline","treatment","t_any","t_anycom","t_anyord","t_com_noR","t_com_RPri","t_com_RPub","t_ord_noR","t_ord_RPri","t_ord_RPub","bl_d_female","bl_d_married","bl_age_099","bl_eduyrs_099","bl_hhnum_099","bl_asset_pca_199","bl_livest_pca_199","bl_acre_adj_099","bl_d_anyformalacc","bl_totsavcash_099","bl_d_hyper","bl_d_hypo","bl_transNet_199","bl_inpexp_099","bl_salecrop_099","bl_mi_d_hyper","bl_mi_totsavcash","clubsize","bl_savcash_099","bl_savform_099","trans_d_any","trans_dep_total_PRE","trans_dep_ord_PRE","trans_dep_splan_PRE","trans_dep_oth_PRE","trans_with_total_PRE","net_total_PRE","net_total_NOVDEC09","net_total_JANAPR10","bal_total_o22","bal_ordkasup_o22","bal_splan_o22","bal_oth_o22","el_landcult_099","el_input_val_099","el_maizetobasale_099","el_mainoutput_099","el_farmprofit_199","el_exp30_099","el_hhsize","el_tobacloan","el_tr_made","el_tr_received","el_tr_net","el_d_fixeddep","d_elineattrit1","has_anyActive_o22"
2637,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,47,8,5,-1.55971992015839,-0.645577490329742,4.5,0,2,0,0,0,1600,14500,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,2100,19861.72265625,19861.72265625,1200,4,0,50,0,50,0,0,0
2647,94,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,48,8,8,1.5184051990509,0.899916589260101,4.5,1,2500,0,0,10000,6400,71000,0,0,10,500,2000,0,0,0,0,0,0,0,0,0,43,43,0,0,3.5,17800,84000,112838.71875,95038.71875,6700,6,0,1350,1000,350,0,0,1
2649,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,26,5,5,-0.327455520629883,-0.446182042360306,4.5,0,6000,0,1,1060,5050,113000,0,0,10,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4000,104000,145929.03125,141929.03125,8000,4,0,470,1800,-1330,0,0,0
2645,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,32,12,5,0.0198085904121399,1.20492672920227,5,0,5000,0,0,-15500,97800,10000,0,0,10,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,950,48000,92572.34375,91622.34375,11500,5,0,5000,12000,-7000,0,0,0
2652,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,26,7,4,-1.02644097805023,-0.882287621498108,4.75,0,500,1,0,-1500,9100,4800,0,0,10,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.00854492188,1687.00854492188,8374.736328125,1,0,0,0,0,0,0,0
2653,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,26,5,6,-1.14969623088837,-1.11899769306183,5.5,1,12000,0,1,3000,31700,546000,0,0,10,1000,11000,0,29271.640625,29271.640625,0,0,-17150,12121.6396484375,-11227.779296875,9065.6201171875,30277,30277,0,0,1.5,600,41680,52038.765625,51438.765625,2100,7,0,500,0,500,0,0,1
2646,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,0,1,41,8,9,0.27866867184639,-0.367278665304184,5,0,300,0,1,-3420,51100,321000,0,0,10,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0
2648,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,56,8,3,0.21276967227459,2.96408724784851,4.5,0,10000,0,0,-5000,11600,96000,0,0,10,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,17300,20470,41206.4765625,23906.4765625,3000,3,0,500,0,500,0,0,0
2651,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,36,1,4,-1.02644097805023,-0.132705613970757,2.5,0,200,0,1,30700,3550,120000,0,0,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,4500,46800,60624.3203125,56124.3203125,2000,3,0,100,0,100,0,0,0
2650,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,23,4,3,-0.725387930870056,0.0688269287347794,3.5,0,3000,0,1,1650,13150,107000,0,0,10,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,800,32527.017578125,32527.017578125,7200,2,0,100,28000,-23000,0,0,0
2663,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,33,0,4,-0.879003167152405,-1.11899769306183,3.25,0,0,0,0,0,9000,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,28000,8000,21824.3203125,-6175.6796875,9550,3,0,0,10000,-10000,0,0,0
2654,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,56,7,7,0.933551549911499,-0.367278665304184,5.5,1,6100,0,0,-16500,23100,138800,0,0,10,5200,900,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43364.328125,400000,498521.65625,455157.3125,14050,5,116000,7100,0,7100,0,0,0
2662,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,35,8,5,4.61322689056396,0.0411010980606079,5.25,1,800,0,0,-1500,18800,85000,0,0,10,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,94750,89000,166151.5625,71401.5625,11700,6,0,7150,0,7150,0,0,0
2655,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,35,8,5,-1.02644097805023,-0.265893071889877,2.25,1,2000,1,0,900,18000,130000,0,0,10,0,2000,0,800.869995117188,800.869995117188,0,0,-700,100.869995117188,-99.0999984741211,-200,613,613,0,0,2.75,83500,137000,175562.359375,92062.359375,4700,6,0,4000,0,4000,0,0,1
2660,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,36,7,8,-1.15368032455444,-0.722343802452087,3.75,0,4000,0,0,1915,19500,0,0,0,10,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,85150,245000,280359.09375,195209.09375,43400,8,129000,3500,1200,2300,0,0,0
2656,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,42,8,8,4.85691261291504,0.493456572294235,3.75,1,2000,0,0,-1800,2000,300000,0,0,10,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40000009536743,26950,70000,114302.75,87352.75,47500,8,0,1000,300,700,0,0,0
2659,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,40,7,8,-0.281244516372681,-0.527222454547882,2.25,0,4000,0,1,2600,0,250000,0,0,10,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80000019073486,23370,209000,289293.90625,265923.90625,21200,8,0,500,0,500,0,0,0
2661,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,54,8,7,-0.281244516372681,0.0936961024999619,4.25,0,2000,0,0,7000,2440,39000,0,0,10,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,28400,69420,142217.21875,113817.21875,26500,8,0,2000,5000,-3000,0,0,0
2657,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,1,0,0,0,0,1,49,7,9,1.01177382469177,1.15002238750458,5.25,0,5000,0,1,900,6800,140000,0,0,10,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0
2658,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,1,78,8,5,1.84178376197815,-0.288375288248062,2.5,1,12000,0,0,150,2000,289200,0,0,10,0,12000,0,1500,1500,0,0,-1000,500,0,0,500,500,0,0,15.5,86600,34200,97182.6796875,10582.6796875,6500,5,0,6000,28000,-23000,0,0,1
2672,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,57,3,9,0.579099893569946,-0.672719538211823,7,1,0,0,0,12800,134500,132000,0,0,10,0,0,0,0,0,0,0,0,0,0,-28855.6796875,0,0,0,0,3,350959.75,346000,465850.1875,114890.4375,12200,9,129000,2000,0,2000,0,0,0
2665,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,1,1,35,10,6,1.31156694889069,-0.274512380361557,5,1,7000,1,0,8000,10565,112000,0,0,10,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,33809.328125,173000,224606.03125,190796.703125,28480,5,0,300,0,300,0,0,0
2668,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,30,6,5,-1.02644097805023,0.325496464967728,3.25,0,2000,0,0,1350,800,78000,0,0,10,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,32500,150000,167087.3125,134587.3125,2860,5,0,1000,100,900,0,0,0
2671,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,48,0,4,-1.02644097805023,-0.369415730237961,2.75,0,500,0,0,240,0,57000,0,0,10,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30000,89000,103976.34375,73976.34375,3800,4,0,300,0,300,0,0,0
2670,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,1,0,30,8,5,1.04044008255005,-0.645577490329742,2.25,0,6000,0,0,-1300,0,145000,0,0,10,6000,0,0,25.0599994659424,25.0599994659424,0,0,-400,-374.940002441406,907.02001953125,-850.3818359375,1443,1443,0,0,1.25,47279,0,34931.640625,-12347.359375,21000,4,0,3000,0,3000,0,0,1
2667,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,33,12,8,5.36416912078857,3.33548021316528,11.5,1,2000,1,0,28300,255000,450000,0,0,10,0,2000,0,49014.6796875,49014.6796875,0,0,-33550,15464.681640625,-12638.7734375,-516.610046386719,1462,1462,0,0,15.5,484230,942000,1200786.375,938757.9375,20000,9,380000,18600,5000,13600,0,0,1
2669,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,42,8,9,3.02882695198059,0.853398859500885,5,1,0,1,0,4700,800,35000,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80000019073486,78850,260000,336303.4375,257453.4375,38000,8,130000,8500,5000,3500,0,0,0
2664,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,52,2,8,1.38723993301392,1.99664485454559,2.5,0,0,0,0,3750,2600,36000,0,0,10,0,0,0,32296.640625,32296.640625,0,0,-11025,21271.640625,-5065.97021484375,-14082.1494140625,21235,21235,0,0,4,82868.75,206000,248605.25,165736.5,35180,9,129000,5000,2000,3000,0,0,1
2666,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,44,8,8,0.549361765384674,-0.527222454547882,6,1,0,0,0,3470,53500,125000,0,0,10,0,0,0,1000,1000,0,0,-1000,0,0,0,0,0,0,0,4.40000009536743,0,71500,120650.5,120650.5,13500,8,0,1200,0,1200,0,0,1
2674,97,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,50,2,6,-1.29713416099548,0.0385783240199089,6.47000026702881,1,0,1,0,3000,4500,20000,0,0,12,0,0,0,1500,1500,0,0,-1000,500,0,0,500,500,0,0,,,,,,,,,,,,,1,1
2676,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,46,1,3,-1.42437338829041,-1.07954609394073,2.75,0,0,1,0,0,2000,30000,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0
2675,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,71,2,2,0.517671585083008,0.305537045001984,7.47000026702881,1,0,0,0,-2000,11800,100000,0,0,12,0,0,0,1500,1500,0,0,-1000,500,0,0,500,500,0,0,5.5,45400,67202.21875,144036.6875,98636.6875,1400,2,0,0,28000,-23000,0,0,1
2677,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,44,8,8,7.96900606155396,4.44386768341064,7,1,0,0,0,2000,109500,600000,0,0,12,0,0,0,1500,1500,0,0,-1350,150,-100,-50,200,200,0,0,9,158900,378012.46875,570723.1875,411823.1875,67000,6,0,1500,3000,-1500,0,0,1
2673,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,72,0,3,3.23743987083435,2.69862294197083,4,1,0,0,0,10000,1750,170000,0,0,12,0,0,0,1500,1500,0,0,-1000,500,0,0,500,500,0,0,1.5,3100,0,21418.21875,18318.21875,4100,2,0,0,2500,-2500,0,0,1
2681,98,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,67,3,7,-1.02644097805023,1.26783168315887,5.38000011444092,0,0,0,0,-12000,19400,8000,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27200,0,89640.015625,62440.015625,3210,10,0,3500,7000,-3500,0,0,0
2683,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,1,0,0,0,0,0,1,42,5,4,2.75574898719788,-0.195609018206596,9.5,1,1000,0,0,1800,49000,500000,0,0,10,0,1000,0,1500,1500,0,0,-1000,500,0,0,500,500,0,0,,,,,,,,,,,,,1,1
2684,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,33,10,4,0.500125765800476,-0.842835962772369,5,1,4500,0,0,300,21100,0,0,0,10,3000,1500,0,13.6100006103516,13.6100006103516,0,0,0,13.6100006103516,3.42000007629395,6.76000022888184,1020,1020,0,0,4.86999988555908,60000,51000,142646.0625,82646.0625,7900,4,0,4100,7000,-2900,0,0,1
2678,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,42,2,9,0.741080760955811,0.240496575832367,7.5,1,0,0,0,6350,39100,130000,0,0,10,0,0,0,0.430000007152557,0.430000007152557,0,0,-400,-399.570007324219,0,0,59,59,0,0,10,19260,85000,145973.5,126713.5,32800,7,0,4000,0,4000,0,0,1
2680,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,31,12,6,6.50193738937378,0.709576904773712,5.5,1,10000,0,0,-19000,131000,392000,0,0,10,10000,0,0,18004.751953125,18004.751953125,0,0,-17935,69.75,1.91000008583069,3.76000022888184,568,568,0,0,5.75,100250,150000,233804.375,133554.375,17000,3,0,7000,0,7000,0,0,1
2682,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,34,4,5,4.06510543823242,1.22018992900848,7.5,1,6000,0,0,0,30285,56000,0,0,10,6000,0,0,504.139984130859,504.139984130859,0,0,-400,104.139984130859,-98.4700012207031,-199.570007324219,654,654,0,0,4.40000009536743,20600,130000,196342.1875,175742.1875,10800,3,0,900,500,400,0,0,1
2679,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,51,8,9,7.96900606155396,0.0571010708808899,7,1,31500,0,0,7000,44800,250000,1,0,10,5000,26500,0,0,0,0,0,0,0,0,0,500,500,0,0,4.25,66850,0,129187.8984375,62337.8984375,23000,10,0,1850,2160,-310,0,0,1
2685,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,54,7,9,7.96900606155396,-0.531562328338623,12.25,0,0,0,0,27500,255000,1085000,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,157140,279000,404854.9375,247714.9375,29500,10,0,6000,0,6000,0,0,0
2695,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,43,0,9,1.95418310165405,2.0578305721283,12.25,1,0,0,0,500,68100,420000,0,1,13,0,,0,47.5999984741211,47.5999984741211,0,0,0,47.5999984741211,11.9499998092651,23.6300010681152,3566,3566,0,0,8,20200,102000,249498.328125,229298.328125,10600,11,0,3450,1620,1830,0,0,1
2689,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,54,6,9,2.46652889251709,-0.102842725813389,10.1000003814697,1,1100,0,0,-16000,11140,380000,0,0,13,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60000038146973,123041.375,6400,129637.140625,6595.765625,8900,9,0,15800,3700,12100,0,0,0
2688,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,26,10,2,0.507161200046539,-0.498700976371765,5.30000019073486,0,3000,0,0,0,0,97000,0,0,13,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,6000,36800,65250.3046875,59250.3046875,3980,3,0,1950,0,1950,0,0,0
2694,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,40,2,8,-1.42437338829041,-0.660409927368164,6.25,0,0,1,0,1700,22000,20000,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,8340,17130.515625,17130.515625,5800,8,0,800,1600,-800,0,0,0
2687,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,41,8,9,-1.02644097805023,-0.53894829750061,4.59999990463257,0,0,0,0,0,32000,210000,0,0,13,0,0,0,1000,1000,0,0,-1000,0,0,0,0,0,0,0,3.75,13900,43000,98357.6328125,84457.6328125,20250,11,0,750,0,750,0,0,1
2693,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,41,8,7,1.59026896953583,0.0666898638010025,7,1,500,0,0,-3000,50500,200000,0,0,13,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65650,309600,351533.78125,285883.78125,6800,8,0,1400,250,1150,0,0,0
2692,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,1,1,29,2,9,6.12567615509033,0.745602071285248,12.25,0,10000,0,0,1000,49900,220000,0,0,13,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,165000,355000,418361.46875,253361.46875,14750,9,0,400,1500,-1100,0,0,0
2691,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,31,8,9,5.75632095336914,3.20542979240417,9.5,1,0,0,0,-3500,45800,80000,0,1,13,0,,0,62246.9609375,31125.609375,0,31121.349609375,-62754.046875,-507.089599609375,0,-212.639999389648,0,0,0,0,4,177000,385000,448361.46875,271361.46875,29500,9,0,4000,1500,2500,0,0,1
2690,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,27,7,7,1.92514264583588,-0.116705641150475,7,1,1000,0,0,-5100,89500,288000,0,0,13,0,1000,0,1500,1500,0,0,-1000,500,0,0,500,500,0,0,1,5600,500,15476.3466796875,9876.3466796875,2900,7,0,250,2050,-1800,0,0,1
2686,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,1,0,0,0,0,0,1,38,6,6,-1.35350656509399,-0.986779749393463,4.5,0,0,0,1,-17000,60800,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16927.875,0,6912.15966796875,-10015.71484375,14000,6,0,3300,0,3300,0,0,0
2697,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,34,8,6,-0.551937639713287,-0.53894829750061,3.75,0,0,0,0,1100,2800,75000,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2500,0,19672.29296875,17172.29296875,3800,6,0,0,1000,-1000,0,0,0
2702,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,1,35,8,6,-1.75143897533417,-0.842835962772369,3.75,0,0,1,0,-7600,2500,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0
2699,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,42,2,6,-1.29713416099548,-0.842835962772369,4,0,1800,0,0,-13000,2100,0,0,0,12,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10250,0,25831.9609375,15581.9609375,14000,5,0,0,15,-15,0,0,0
2701,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,45,5,6,0.544980227947235,-0.0633910447359085,6.25,0,400,0,0,-1600,30300,300000,0,0,12,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,11604.794921875,11604.794921875,9350,8,0,500,0,500,0,0,0
2696,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,46,8,7,-0.601122558116913,-0.128431499004364,4,0,0,0,0,-1500,800,46000,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,8000,0,14823.4169921875,6823.4169921875,10000,7,0,200,0,200,0,0,0
2698,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,42,2,7,-1.08281350135803,-0.854561805725098,5.80000019073486,0,0,0,0,1800,0,21000,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,201136,36000,49503.84375,-151632.15625,7350,7,0,8000,4350,3650,0,0,0
2700,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,52,8,3,-1.42437338829041,-0.5112224817276,4.25,0,800,0,0,9020,10700,0,0,0,12,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7500,38000,73562.875,66062.875,27750,2,0,0,5000,-5000,0,0,0
2703,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,1,1,1,45,2,6,-1.21816003322601,-0.471770793199539,5.25,1,4000,0,0,0,5400,35000,0,0,12,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,17827.875,0,39675.76171875,21847.88671875,13800,3,0,1100,1100,0,0,0,0
2707,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,1,56,8,6,-1.02644097805023,-0.260649472475052,3.25,0,0,0,0,1200,1600,65000,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,500,92000,103409.328125,102909.328125,4400,6,380000,200,0,200,0,0,0
2712,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,1,58,0,7,-0.891094505786896,2.41850185394287,4.5,0,0,0,0,1100,1600,45000,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5500,0,17028.373046875,11528.373046875,1520,5,0,13000,700,12300,0,0,0
2708,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,1,48,3,5,-1.02644097805023,-0.724480867385864,2.25,1,2500,0,0,1100,1600,0,0,0,10,0,2500,0,15007.810546875,15007.810546875,0,0,-15000,7.81024837493896,-23.1200790405273,-21.3193740844727,585,585,0,0,2.5,27742.203125,144000,148608.109375,120865.90625,4700,4,0,300,0,300,0,0,1
2711,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,1,28,0,4,-1.42437338829041,-1.11899769306183,3.25,0,4000,1,0,350,10600,20000,0,0,10,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17300,7000,80579.9765625,63279.9765625,63000,6,0,3000,0,3000,0,0,0
2710,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,1,35,7,6,-1.02644097805023,-0.4656742811203,3.25,0,0,1,0,-1800,3300,36000,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32000,76929.0390625,76929.0390625,1250,6,0,1000,100,900,0,0,0
2704,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,1,0,0,0,0,0,0,1,42,5,7,0.684708297252655,-0.0356652140617371,6,1,1000,1,0,3500,71700,131000,0,0,10,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,56914.328125,170000,415121.28125,358206.9375,9500,5,117000,1000,0,1000,0,0,0
